00:00	00:29	スタッフの話題は、アリガトサンの中田、中村。
00:30	00:59	スタッフの話題は、アリガトサンの中田、中村。
01:00	01:29	スタッフの話題は、アリガトサンの中田、中村。
01:30	01:30	はい。
01:34	01:36	一応、一番向かいに行きますね。
01:36	01:38	はい、はい、はい、はい、ごめんなさい。
01:40	01:40	お願いします。
01:44	01:53	まず開いてもらって、今日なんですけど、いろいろ前回お話はいただいていて、
01:53	01:59	その中でも、まずうちが力になれる部分がどこなのかというところと、
02:00	02:09	他の内容を含めて、採用というところにフォーカスしたご支援ができたらなというふうに思っているという形です。
02:10	02:17	次のところに、一応前回の振り返りという形でお貸していただいているんですけど、
02:18	02:23	集客が、大見さんがかなり営業されているというところで、
02:25	02:29	入会率が大きく改善していて、集客が伸びているにも、
02:30	02:35	というところに対して、それを受けれるスタッフの数であったりとか、
02:36	02:42	大見さんを引き継げる人材がいないみたいなところを伺ったかなというふうに考えています。
02:43	02:47	という感じなんですけど、採用という入り口を含めて、
02:48	02:52	何か今の時点で解消しておきたいところとかというのはあったりされますか。
02:57	02:59	特に今のところでありましたか。
02:59	02:59	はい。
02:59	02:59	はい。
02:59	02:59	はい。
02:59	02:59	はい。
02:59	02:59	はい。
02:59	02:59	はい。
02:59	02:59	はい。
02:59	02:59	はい。
02:59	02:59	はい。
02:59	02:59	はい。
02:59	02:59	はい。
02:59	02:59	はい。
02:59	02:59	はい。
02:59	02:59	はい。
02:59	02:59	はい。
03:00	03:01	はい。
03:01	03:01	
03:01	03:01	
03:01	03:01	
03:01	03:01	
03:01	03:01	
03:01	03:01	
03:01	03:01	
03:01	03:01	
03:01	03:01	
03:01	03:01	
03:01	03:01	
03:01	03:01	
03:01	03:01	
03:01	03:01	
03:01	03:01	
03:01	03:01	
03:01	03:01	
03:01	03:01	
03:01	03:01	
03:01	03:01	
03:01	03:01	
03:01	03:01	
03:01	03:01	
03:01	03:01	
03:01	03:01	
03:01	03:01	
03:01	03:01	
03:01	03:01	
03:01	03:01	
03:01	03:01	
03:01	03:01	
03:01	03:01	
03:01	03:01	
03:01	03:01	
03:01	03:01	
03:01	03:01	
03:01	03:01	
03:01	03:01	
03:01	03:01	
03:01	03:01	
03:01	03:01	
03:01	03:01	
03:01	03:01	
03:01	03:01	
03:01	03:01	
03:01	03:01	
03:01	03:01	
03:01	03:01	
03:01	03:01	
03:01	03:01	
03:01	03:01	
03:01	03:01	
03:01	03:01	
03:01	03:01	
03:01	03:03	すぐ言ってくれた方がいい
03:03	03:05	どんどん進んでいってもらうから
03:05	03:09	次のところなんですけど
03:09	03:16	今回は採用施策の全ての土台になる
03:16	03:18	採用サイトというところを
03:18	03:22	うちで構築させていただけたらなと思ってまして
03:22	03:26	これからいろんな媒体
03:26	03:30	いろんな施策をやっていく可能性があると思っているんですけど
03:30	03:35	その入り口というところをしっかりと採用サイトというところで
03:35	03:38	明確にどういう人に来てほしいかとか
03:38	03:42	どんなことを求職者に伝えるかみたいなところであったりとか
03:42	03:46	どういうフローで面接であったりとか
03:46	03:49	そういうのを行っていく見学も含めてですけど
03:49	03:51	行っていくのかみたいなところを
03:51	03:55	明確にここで道しるべとして聞いていくというところを
03:55	03:58	考えているというのが大枠のところです
03:58	04:00	一応その次なんですけど
04:00	04:06	中田の方からお話は聞いていて
04:06	04:08	今期3名
04:08	04:10	バイト2人
04:10	04:15	社員1人というところの目標というところを聞いているので
04:15	04:20	そこを達成するためにどうしていくかみたいなところの論点だと思うんですけど
04:20	04:25	ここ一気にやっていくというところはあるんですけど
04:25	04:27	そこは最終のゴールとして
04:27	04:30	初期注力するところとしては
04:30	04:30	社員1人の目標を聞いているので
04:30	04:36	社員の採用というところに注力するのがいいのではないかなというふうに
04:36	04:38	僕らの方では考えていて
04:38	04:42	なぜ始めるかというところは
04:42	04:45	手羽根に直結するというところもありますし
04:45	04:49	バイトというところを今の状態で増やしても
04:49	04:51	前回のお話のところだと
04:51	04:54	大見さんの管理の工数みたいなところが
04:54	04:58	さらに重くなってしまうというところもあると思うので
04:59	05:00	ゆくゆくは任せて
05:00	05:02	いくというところを前提に
05:02	05:06	社員というところを狙っていくのがいいのかなというふうに思っています
05:06	05:07	一応
05:07	05:13	同時に狙うみたいな選択肢もあるのかなとは思うんですけど
05:13	05:14	ちょっと
05:14	05:21	採用サイトの構築自体は
05:21	05:24	社員にもバイトにも
05:24	05:26	どちらも動線は利くんですけど
05:29	05:30	それ以外の施策に
05:30	05:32	関して結構バイトも含めると
05:32	05:35	じゃあバイト用の媒体を使おう
05:35	05:41	求人サイトみたいなのを使おうとかになってくるような可能性もあるので
05:41	05:44	一旦注力して進めるのは
05:44	05:49	社員を進めていくのがいいんじゃないかなと思う形ですね
05:49	05:51	ちょっとここは
05:51	05:54	もしバイトの方が優先順位が高いのであれば
05:54	05:57	バイトを狙ったみたいなところも可能かなと思っているので
05:57	06:00	ちょっとそこは後でお話ししてみます
06:00	06:03	議論させていただけたらなと思っています
06:03	06:06	次のところが
06:06	06:07	カラーで出てますから
06:07	06:09	なんかファーストビルのイメージ
06:09	06:12	こっちで見た方が
06:12	06:17	開いた時の一番最初のところですね
06:17	06:19	これあの
06:19	06:24	前僕が見せてくれたやつをさらにデザイナーに渡して
06:24	06:26	トップのイメージ
06:26	06:27	全然違う
06:27	06:30	こっちインスタも入っちゃってるけど
06:30	06:30	
06:30	06:30	
06:30	06:30	インスタも入っちゃってるけど
06:30	06:30	インスタも入っちゃってるけど
06:30	06:34	インスタも現状整ってない状態
06:34	06:36	公式が運用してるというか
06:36	06:39	誰か個人が趣味でやってるみたいな感じだと思うから
06:39	06:41	その辺もインスタも
06:41	06:43	インスタはちょっと脱線しちゃうからまたあれやけど
06:43	06:45	ホームページは
06:45	06:47	入りが全然ちゃうやん
06:47	06:50	これにその動きとかモーションとかも
06:50	06:53	俺らがどんどん実装するときにつけていくから
06:53	06:57	これが動いてタイプライターみたいなのが
06:57	06:59	パパパパって言ってるように出たりとか
06:59	07:00	じわっと出てくるとか
07:00	07:02	その辺もブランドイメージ
07:02	07:08	テニプラと合わせた動きみたいなのも実装していけるっていう
07:08	07:12	電気いけますかね
07:12	07:12	いけるな
07:12	07:14	いける
07:14	07:17	はい
07:17	07:18	みたいなところです
