00:00	00:10	この動画の字幕は、JR東日本のHPサービスの字幕を使用しています。
00:10	00:20	この動画の字幕は、JR東日本のHPサービスの字幕を使用しています。
00:20	00:30	この動画の字幕は、JR東日本のHPサービスの字幕を使用しています。
00:30	00:40	この動画の字幕は、JR東日本のHPサービスの字幕を使用しています。
00:40	00:48	この動画の字幕は、JR東日本のHPサービスの字幕を使用しています。
00:48	00:52	この動画の字幕は、JR東日本のHPサービスの字幕を使用しています。
00:52	00:58	この動画の字幕は、JR東日本のHPサービスの字幕を使用しています。
00:58	01:02	この動画の字幕は、JR東日本のHPサービスの字幕を使用しています。
01:02	01:06	この動画の字幕は、JR東日本のHPサービスの字幕を使用しています。
01:06	01:12	この動画の字幕は、JR東日本のHPサービスの字幕を使用しています。
01:12	01:17	この動画の字幕は、JR東日本のHPサービスの字幕を使用しています。
01:17	01:17	
01:17	01:22	今は測れてないから
01:22	01:25	ホームページが何件来てるか分からんねんけど
01:25	01:29	俺は最初この試作をいろいろやるにあたって
01:29	01:30	どれでもいいんだけど
01:30	01:32	月でリード10件取れたら
01:32	01:38	新しい試作としてはパーフェクトなんかなって思ってて
01:38	01:41	ホームページは多分今も流入はあるやん
01:41	01:44	流入っていうかそこホームページが起点で
01:44	01:45	入会のやり取り
01:45	01:46	ほぼホームページって言ってたな
01:46	01:50	トライアルをしてくるやつが多いって話やったやん
01:50	01:53	でも月何人呼べてるかみたいなのを
01:53	01:56	向こうがちょっとぼかしてきたやん
01:56	01:59	今NDA巻くっていう話になってるけど
01:59	02:04	もし仮に1600PVで10件しか来てないんやとしたら
02:04	02:06	0.6から1%やねん
02:06	02:08	1060ぐらいやったな
02:08	02:11	昨日改めて見直したら
02:11	02:13	月間、今月、あ、先月か
02:13	02:16	先月1ヶ月分の
02:16	02:16	牛乳は
02:16	02:16	1000円ぐらいだったな
02:16	02:22	1068とかそんなんやった気がする
02:22	02:24	まぁでもまぁ大して変わらんけど
02:24	02:27	いや結構KPI上で多いとは変わるけど
02:27	02:29	んなら
02:29	02:30	分からん
02:30	02:32	それは先月だけで見るもんじゃない
02:32	02:33	あ、そうなの
02:33	02:36	1年ぐらいの数字全部出して
02:36	02:39	平均値が何歩かが一番ダイレクト
02:39	02:40	やんけど
02:40	02:43	まぁそれは一旦置いといて
02:43	02:46	それで仮に1000円やったとしてもさぁ
02:46	02:50	月10件しかCVしてなかったら1%やのか
02:50	02:54	でも業界の平均的には2%ぐらいあるらしくって
02:54	02:55	AIが分析するには
02:55	03:00	だからその2%からの返りがどこまであるかっていうのを
03:00	03:03	まずは
03:03	03:07	ちゃんと数字分析として測定しに行くっていうところ
03:07	03:09	でCVとしてはAI曰く
03:09	03:13	このネット予約、電話タップ、LINE相談、体験申し込み
03:13	03:16	みたいなのが全部あればいいっていう話やけど
03:16	03:19	LINEを作るとかもしんどいなとは思うので
03:19	03:23	まぁそこは要素絞ってやっていいかと思って
03:23	03:28	30か40ともやったらLINE作ってもいいんじゃん
03:28	03:31	まぁ結構向こうには嬉しいやろな
03:31	03:33	LINE作るっていうのはもうその管理を
03:33	03:37	公式LINEでリッチメニューも込みみたいな
03:37	03:38	そういうなって
03:38	03:41	リッチメニューっていうかもう自動オートも込みぐらい
03:41	03:42	そうやな
